sample_id,batch_id,cultivar_code,outer_fold
KLD_B02-0027,KLD_B02,KLD,3
KLD_B02-0028,KLD_B02,KLD,2
KLD_B02-0029,KLD_B02,KLD,3
KLD_B02-0030,KLD_B02,KLD,2
KLD_B02-0031,KLD_B02,KLD,4
KLD_B02-0032,KLD_B02,KLD,3
KLD_B02-0033,KLD_B02,KLD,1
KLD_B02-0034,KLD_B02,KLD,5
KLD_B02-0035,KLD_B02,KLD,5
KLD_B02-0036,KLD_B02,KLD,3
KLD_B02-0039,KLD_B02,KLD,5
KLD_B02-0040,KLD_B02,KLD,3
KLD_B02-0041,KLD_B02,KLD,5
KLD_B02-0042,KLD_B02,KLD,1
KLD_B02-0043,KLD_B02,KLD,3
KLD_B02-0044,KLD_B02,KLD,1
KLD_B02-0045,KLD_B02,KLD,2
KLD_B02-0046,KLD_B02,KLD,3
KLD_B02-0047,KLD_B02,KLD,2
KLD_B02-0048,KLD_B02,KLD,5
KLD_B02-0049,KLD_B02,KLD,2
KLD_B02-0050,KLD_B02,KLD,2
KLD_B02-0051,KLD_B02,KLD,5
KLD_B02-0052,KLD_B02,KLD,2
KLD_B02-0053,KLD_B02,KLD,5
KLD_B02-0054,KLD_B02,KLD,5
KLD_B02-0055,KLD_B02,KLD,1
KLD_B02-0056,KLD_B02,KLD,5
KLD_B02-0057,KLD_B02,KLD,1
KLD_B02-0058,KLD_B02,KLD,4
KLD_B02-0059,KLD_B02,KLD,1
KLD_B02-0060,KLD_B02,KLD,2
KLD_B02-0061,KLD_B02,KLD,5
KLD_B02-0062,KLD_B02,KLD,1
KLD_B02-0063,KLD_B02,KLD,1
KLD_B02-0064,KLD_B02,KLD,5
KLD_B02-0065,KLD_B02,KLD,2
KLD_B02-0066,KLD_B02,KLD,4
KLD_B02-0067,KLD_B02,KLD,5
KLD_B02-0068,KLD_B02,KLD,1
KLD_B02-0069,KLD_B02,KLD,5
KLD_B02-0070,KLD_B02,KLD,2
KLD_B02-0071,KLD_B02,KLD,4
KLD_B02-0072,KLD_B02,KLD,2
KLD_B02-0073,KLD_B02,KLD,5
KLD_B02-0074,KLD_B02,KLD,3
KLD_B02-0075,KLD_B02,KLD,2
KLD_B02-0076,KLD_B02,KLD,5
KLD_B02-0077,KLD_B02,KLD,2
KLD_B02-0078,KLD_B02,KLD,4
KLD_B02-0079,KLD_B02,KLD,5
KLD_B02-0080,KLD_B02,KLD,5
KLD_B02-0081,KLD_B02,KLD,1
KLD_B02-0082,KLD_B02,KLD,2
KLD_B02-0083,KLD_B02,KLD,3
KLD_B02-0084,KLD_B02,KLD,5
KLD_B02-0085,KLD_B02,KLD,4
KLD_B02-0086,KLD_B02,KLD,1
KLD_B02-0087,KLD_B02,KLD,3
KLD_B02-0088,KLD_B02,KLD,2
KLD_B02-0089,KLD_B02,KLD,2
KLD_B02-0091,KLD_B02,KLD,3
KLD_B02-0092,KLD_B02,KLD,3
KLD_B02-0093,KLD_B02,KLD,5
KLD_B02-0094,KLD_B02,KLD,5
KLD_B02-0095,KLD_B02,KLD,5
KLD_B02-0096,KLD_B02,KLD,2
KLD_B02-0097,KLD_B02,KLD,4
KLD_B02-0098,KLD_B02,KLD,5
KLD_B02-0099,KLD_B02,KLD,4
KLD_B02-0100,KLD_B02,KLD,3
KLD_B02-0101,KLD_B02,KLD,3
KLD_B02-0102,KLD_B02,KLD,5
KLD_B02-0103,KLD_B02,KLD,5
KLD_B02-0104,KLD_B02,KLD,3
KLD_B02-0105,KLD_B02,KLD,2
KLD_B02-0106,KLD_B02,KLD,2
KLD_B02-0107,KLD_B02,KLD,1
KLD_B02-0108,KLD_B02,KLD,5
KLD_B02-0109,KLD_B02,KLD,2
KLD_B02-0110,KLD_B02,KLD,3
KLD_B02-0111,KLD_B02,KLD,1
KLD_B02-0112,KLD_B02,KLD,3
KLD_B02-0113,KLD_B02,KLD,2
KLD_B02-0114,KLD_B02,KLD,4
KLD_B02-0115,KLD_B02,KLD,1
KLD_B02-0116,KLD_B02,KLD,5
KLD_B02-0117,KLD_B02,KLD,5
KLD_B02-0118,KLD_B02,KLD,3
KLD_B02-0119,KLD_B02,KLD,2
KLD_B02-0120,KLD_B02,KLD,3
KLD_B02-0121,KLD_B02,KLD,5
KLD_B02-0122,KLD_B02,KLD,5
KLD_B02-0123,KLD_B02,KLD,4
KLD_B02-0124,KLD_B02,KLD,3
KLD_B02-0125,KLD_B02,KLD,3
KLD_B02-0126,KLD_B02,KLD,2
KLD_B02-0127,KLD_B02,KLD,1
KLD_B02-0128,KLD_B02,KLD,4
KLD_B02-0129,KLD_B02,KLD,1
KLD_B02-0130,KLD_B02,KLD,2
KLD_B02-0131,KLD_B02,KLD,1
KLD_B02-0132,KLD_B02,KLD,2
KLD_B02-0133,KLD_B02,KLD,1
KLD_B02-0134,KLD_B02,KLD,1
KLD_B02-0135,KLD_B02,KLD,5
KLD_B02-0137,KLD_B02,KLD,2
KLD_B02-0138,KLD_B02,KLD,3
KLD_B02-0139,KLD_B02,KLD,1
KLD_B02-0140,KLD_B02,KLD,3
KLD_B02-0141,KLD_B02,KLD,5
KLD_B02-0142,KLD_B02,KLD,1
KLD_B02-0143,KLD_B02,KLD,4
KLD_B02-0144,KLD_B02,KLD,5
KLD_B02-0145,KLD_B02,KLD,3
KLD_B02-0146,KLD_B02,KLD,2
KLD_B02-0147,KLD_B02,KLD,3
KLD_B02-0148,KLD_B02,KLD,2
KLD_B02-0149,KLD_B02,KLD,4
KLD_B02-0150,KLD_B02,KLD,3
KLD_B02-0151,KLD_B02,KLD,3
KLD_B02-0152,KLD_B02,KLD,1
KLD_B02-0154,KLD_B02,KLD,4
KLD_B02-0155,KLD_B02,KLD,5
KLD_B02-0156,KLD_B02,KLD,3
KLD_B02-0157,KLD_B02,KLD,4
KLD_B02-0158,KLD_B02,KLD,5
KLD_B02-0160,KLD_B02,KLD,2
KLD_B02-0161,KLD_B02,KLD,1
KLD_B02-0163,KLD_B02,KLD,4
KLD_B02-0164,KLD_B02,KLD,4
KLD_B02-0165,KLD_B02,KLD,3
KLD_B02-0167,KLD_B02,KLD,3
KLD_B02-0168,KLD_B02,KLD,1
KLD_B02-0169,KLD_B02,KLD,1
KLD_B02-0170,KLD_B02,KLD,3
KLD_B02-0172,KLD_B02,KLD,5
KLD_B02-0173,KLD_B02,KLD,3
KLD_B02-0174,KLD_B02,KLD,5
KLD_B02-0175,KLD_B02,KLD,5
KLD_B02-0176,KLD_B02,KLD,4
KLD_B02-0177,KLD_B02,KLD,5
KLD_B02-0180,KLD_B02,KLD,3
KLD_B02-0181,KLD_B02,KLD,5
KLD_B02-0182,KLD_B02,KLD,5
KLD_B02-0183,KLD_B02,KLD,2
KLD_B02-0184,KLD_B02,KLD,4
KLD_B02-0185,KLD_B02,KLD,5
KLD_B02-0186,KLD_B02,KLD,5
KLD_B02-0187,KLD_B02,KLD,1
KLD_B02-0190,KLD_B02,KLD,5
KLD_B02-0191,KLD_B02,KLD,1
KLD_B02-0192,KLD_B02,KLD,4
KLD_B02-0194,KLD_B02,KLD,2
KLD_B02-0195,KLD_B02,KLD,4
KLD_B02-0196,KLD_B02,KLD,2
KLD_B02-0197,KLD_B02,KLD,3
KLD_B02-0198,KLD_B02,KLD,2
KLD_B02-0199,KLD_B02,KLD,4
KLD_B02-0200,KLD_B02,KLD,5
KLD_B02-0201,KLD_B02,KLD,3
KLD_B02-0202,KLD_B02,KLD,4
KLD_B02-0203,KLD_B02,KLD,4
KLD_B02-0204,KLD_B02,KLD,5
KLD_B02-0205,KLD_B02,KLD,3
KLD_B02-0206,KLD_B02,KLD,5
KLD_B02-0207,KLD_B02,KLD,5
KLD_B02-0209,KLD_B02,KLD,4
KLD_B02-0210,KLD_B02,KLD,5
KLD_B02-0211,KLD_B02,KLD,2
KLD_B02-0212,KLD_B02,KLD,3
KLD_B02-0213,KLD_B02,KLD,4
KLD_B02-0214,KLD_B02,KLD,4
KLD_B02-0215,KLD_B02,KLD,3
KLD_B02-0216,KLD_B02,KLD,3
KLD_B02-0217,KLD_B02,KLD,3
KLD_B02-0218,KLD_B02,KLD,2
KLD_B02-0219,KLD_B02,KLD,5
KLD_B02-0220,KLD_B02,KLD,5
KLD_B02-0221,KLD_B02,KLD,3
KLD_B02-0222,KLD_B02,KLD,2
KLD_B02-0223,KLD_B02,KLD,2
KLD_B02-0224,KLD_B02,KLD,5
KLD_B02-0225,KLD_B02,KLD,4
KLD_B02-0226,KLD_B02,KLD,1
KLD_B02-0227,KLD_B02,KLD,1
KLD_B02-0228,KLD_B02,KLD,2
KLD_B02-0229,KLD_B02,KLD,2
KLD_B02-0230,KLD_B02,KLD,4
KLD_B02-0231,KLD_B02,KLD,2
KLD_B02-0232,KLD_B02,KLD,2
KLD_B02-0233,KLD_B02,KLD,2
KLD_B02-0234,KLD_B02,KLD,3
KLD_B02-0235,KLD_B02,KLD,2
KLD_B02-0236,KLD_B02,KLD,5
KLD_B02-0237,KLD_B02,KLD,3
KLD_B02-0238,KLD_B02,KLD,5
KLD_B02-0239,KLD_B02,KLD,4
KLD_B02-0240,KLD_B02,KLD,3
KLD_B02-0241,KLD_B02,KLD,4
KLD_B02-0242,KLD_B02,KLD,3
KLD_B02-0243,KLD_B02,KLD,1
KLD_B02-0244,KLD_B02,KLD,3
KLD_B02-0245,KLD_B02,KLD,2
KLD_B02-0247,KLD_B02,KLD,1
KLD_B02-0248,KLD_B02,KLD,1
KLD_B02-0250,KLD_B02,KLD,2
KLD_B02-0251,KLD_B02,KLD,2
KLD_B02-0252,KLD_B02,KLD,2
KLD_B02-0253,KLD_B02,KLD,3
KLD_B02-0254,KLD_B02,KLD,2
KLD_B02-0255,KLD_B02,KLD,3
KLD_B02-0256,KLD_B02,KLD,3
KLD_B02-0257,KLD_B02,KLD,3
KLD_B02-0258,KLD_B02,KLD,1
KLD_B02-0259,KLD_B02,KLD,3
KLD_B02-0260,KLD_B02,KLD,4
KLD_B02-0261,KLD_B02,KLD,4
KLD_B02-0262,KLD_B02,KLD,5
KLD_B02-0263,KLD_B02,KLD,2
KLD_B02-0264,KLD_B02,KLD,1
KLD_B02-0265,KLD_B02,KLD,1
KLD_B02-0266,KLD_B02,KLD,3
KLD_B02-0267,KLD_B02,KLD,1
KLD_B02-0268,KLD_B02,KLD,1
KLD_B02-0269,KLD_B02,KLD,1
KLD_B02-0270,KLD_B02,KLD,4
KLD_B02-0271,KLD_B02,KLD,2
KLD_B02-0272,KLD_B02,KLD,1
KLD_B02-0273,KLD_B02,KLD,3
KLD_B02-0274,KLD_B02,KLD,3
KLD_B02-0275,KLD_B02,KLD,4
KLD_B02-0276,KLD_B02,KLD,3
KLD_B02-0277,KLD_B02,KLD,1
KLD_B02-0278,KLD_B02,KLD,5
KLD_B02-0279,KLD_B02,KLD,4
KLD_B02-0280,KLD_B02,KLD,4
KLD_B02-0281,KLD_B02,KLD,1
KLD_B02-0282,KLD_B02,KLD,4
KLD_B02-0283,KLD_B02,KLD,1
KLD_B02-0284,KLD_B02,KLD,1
KLD_B02-0285,KLD_B02,KLD,4
KLD_B02-0286,KLD_B02,KLD,5
KLD_B02-0287,KLD_B02,KLD,5
KLD_B02-0288,KLD_B02,KLD,1
KLD_B02-0289,KLD_B02,KLD,1
KLD_B02-0290,KLD_B02,KLD,5
KLD_B02-0291,KLD_B02,KLD,2
KLD_B02-0292,KLD_B02,KLD,1
KLD_B02-0293,KLD_B02,KLD,1
KLD_B02-0294,KLD_B02,KLD,2
KLD_B02-0295,KLD_B02,KLD,2
KLD_B02-0296,KLD_B02,KLD,1
KLD_B02-0297,KLD_B02,KLD,1
KLD_B02-0299,KLD_B02,KLD,5
KLD_B02-0300,KLD_B02,KLD,3
KLD_B02-0301,KLD_B02,KLD,1
KLD_B02-0302,KLD_B02,KLD,5
KLD_B02-0303,KLD_B02,KLD,2
KLD_B02-0304,KLD_B02,KLD,4
KLD_B02-0305,KLD_B02,KLD,5
KLD_B02-0306,KLD_B02,KLD,1
KLD_B02-0307,KLD_B02,KLD,5
KLD_B02-0308,KLD_B02,KLD,4
KLD_B02-0309,KLD_B02,KLD,1
KLD_B02-0310,KLD_B02,KLD,1
KLD_B02-0311,KLD_B02,KLD,5
KLD_B02-0312,KLD_B02,KLD,2
KLD_B02-0313,KLD_B02,KLD,3
KLD_B02-0314,KLD_B02,KLD,2
KLD_B02-0315,KLD_B02,KLD,4
KLD_B02-0316,KLD_B02,KLD,1
KLD_B02-0317,KLD_B02,KLD,3
KLD_B02-0319,KLD_B02,KLD,5
KLD_B02-0321,KLD_B02,KLD,3
KLD_B02-0322,KLD_B02,KLD,4
KLD_B02-0323,KLD_B02,KLD,1
KLD_B02-0324,KLD_B02,KLD,3
KLD_B02-0325,KLD_B02,KLD,1
KLD_B02-0326,KLD_B02,KLD,5
KLD_B02-0327,KLD_B02,KLD,2
KLD_B02-0328,KLD_B02,KLD,1
KLD_B02-0329,KLD_B02,KLD,5
KLD_B02-0330,KLD_B02,KLD,5
KLD_B02-0331,KLD_B02,KLD,5
KLD_B02-0332,KLD_B02,KLD,2
KLD_B02-0333,KLD_B02,KLD,3
KLD_B02-0334,KLD_B02,KLD,1
KLD_B02-0335,KLD_B02,KLD,5
KLD_B02-0336,KLD_B02,KLD,2
KLD_B02-0337,KLD_B02,KLD,2
KLD_B02-0338,KLD_B02,KLD,4
KLD_B02-0339,KLD_B02,KLD,4
KLD_B02-0341,KLD_B02,KLD,3
KLD_B02-0342,KLD_B02,KLD,5
KLD_B02-0343,KLD_B02,KLD,5
KLD_B02-0344,KLD_B02,KLD,2
KLD_B03-0001,KLD_B03,KLD,2
KLD_B03-0002,KLD_B03,KLD,3
KLD_B03-0003,KLD_B03,KLD,4
KLD_B03-0004,KLD_B03,KLD,1
KLD_B03-0005,KLD_B03,KLD,4
KLD_B03-0006,KLD_B03,KLD,3
KLD_B03-0008,KLD_B03,KLD,4
KLD_B03-0009,KLD_B03,KLD,2
KLD_B03-0010,KLD_B03,KLD,1
KLD_B03-0011,KLD_B03,KLD,1
KLD_B03-0012,KLD_B03,KLD,5
KLD_B03-0013,KLD_B03,KLD,4
KLD_B03-0014,KLD_B03,KLD,4
KLD_B03-0015,KLD_B03,KLD,5
KLD_B03-0016,KLD_B03,KLD,1
KLD_B03-0017,KLD_B03,KLD,3
KLD_B03-0018,KLD_B03,KLD,1
KLD_B03-0019,KLD_B03,KLD,4
KLD_B03-0020,KLD_B03,KLD,5
KLD_B03-0021,KLD_B03,KLD,4
KLD_B03-0022,KLD_B03,KLD,5
KLD_B03-0023,KLD_B03,KLD,2
KLD_B03-0025,KLD_B03,KLD,2
KLD_B03-0027,KLD_B03,KLD,1
KLD_B03-0028,KLD_B03,KLD,1
KLD_B03-0029,KLD_B03,KLD,4
KLD_B03-0032,KLD_B03,KLD,1
KLD_B03-0033,KLD_B03,KLD,1
KLD_B03-0034,KLD_B03,KLD,1
KLD_B03-0035,KLD_B03,KLD,4
KLD_B03-0036,KLD_B03,KLD,2
KLD_B03-0037,KLD_B03,KLD,2
KLD_B03-0038,KLD_B03,KLD,3
KLD_B03-0039,KLD_B03,KLD,1
KLD_B03-0040,KLD_B03,KLD,3
KLD_B03-0041,KLD_B03,KLD,3
KLD_B03-0042,KLD_B03,KLD,5
KLD_B03-0043,KLD_B03,KLD,3
KLD_B03-0044,KLD_B03,KLD,5
KLD_B03-0045,KLD_B03,KLD,3
KLD_B03-0046,KLD_B03,KLD,2
KLD_B03-0047,KLD_B03,KLD,1
KLD_B03-0048,KLD_B03,KLD,4
KLD_B03-0049,KLD_B03,KLD,3
KLD_B03-0050,KLD_B03,KLD,2
KLD_B03-0052,KLD_B03,KLD,2
KLD_B03-0053,KLD_B03,KLD,4
KLD_B03-0054,KLD_B03,KLD,4
KLD_B03-0055,KLD_B03,KLD,3
KLD_B03-0056,KLD_B03,KLD,3
KLD_B03-0057,KLD_B03,KLD,2
KLD_B03-0058,KLD_B03,KLD,4
KLD_B03-0059,KLD_B03,KLD,2
KLD_B03-0060,KLD_B03,KLD,5
KLD_B03-0061,KLD_B03,KLD,3
KLD_B03-0062,KLD_B03,KLD,2
KLD_B03-0063,KLD_B03,KLD,1
KLD_B03-0064,KLD_B03,KLD,5
KLD_B03-0065,KLD_B03,KLD,3
KLD_B03-0066,KLD_B03,KLD,5
KLD_B03-0067,KLD_B03,KLD,3
KLD_B03-0068,KLD_B03,KLD,1
KLD_B03-0069,KLD_B03,KLD,1
KLD_B03-0070,KLD_B03,KLD,5
KLD_B03-0071,KLD_B03,KLD,2
KLD_B03-0072,KLD_B03,KLD,5
KLD_B03-0073,KLD_B03,KLD,3
KLD_B03-0074,KLD_B03,KLD,5
KLD_B03-0075,KLD_B03,KLD,5
KLD_B03-0076,KLD_B03,KLD,5
KLD_B03-0077,KLD_B03,KLD,3
KLD_B03-0078,KLD_B03,KLD,2
KLD_B03-0079,KLD_B03,KLD,1
KLD_B03-0080,KLD_B03,KLD,1
KLD_B03-0081,KLD_B03,KLD,2
KLD_B03-0082,KLD_B03,KLD,4
KLD_B03-0083,KLD_B03,KLD,1
KLD_B03-0085,KLD_B03,KLD,1
KLD_B03-0086,KLD_B03,KLD,5
KLD_B03-0087,KLD_B03,KLD,4
KLD_B03-0088,KLD_B03,KLD,2
KLD_B03-0089,KLD_B03,KLD,5
KLD_B03-0090,KLD_B03,KLD,1
KLD_B03-0091,KLD_B03,KLD,3
KLD_B03-0092,KLD_B03,KLD,5
KLD_B03-0093,KLD_B03,KLD,2
KLD_B03-0094,KLD_B03,KLD,3
KLD_B03-0095,KLD_B03,KLD,3
KLD_B03-0096,KLD_B03,KLD,1
KLD_B03-0097,KLD_B03,KLD,3
KLD_B03-0098,KLD_B03,KLD,4
KLD_B03-0099,KLD_B03,KLD,4
KLD_B03-0100,KLD_B03,KLD,2
KLD_B03-0101,KLD_B03,KLD,2
KLD_B03-0102,KLD_B03,KLD,2
KLD_B03-0103,KLD_B03,KLD,1
KLD_B03-0105,KLD_B03,KLD,2
KLD_B03-0106,KLD_B03,KLD,4
KLD_B03-0107,KLD_B03,KLD,5
KLD_B03-0108,KLD_B03,KLD,2
KLD_B03-0109,KLD_B03,KLD,5
KLD_B03-0110,KLD_B03,KLD,1
KLD_B03-0111,KLD_B03,KLD,5
KLD_B03-0112,KLD_B03,KLD,3
KLD_B03-0113,KLD_B03,KLD,4
KLD_B03-0114,KLD_B03,KLD,1
KLD_B03-0115,KLD_B03,KLD,4
KLD_B03-0116,KLD_B03,KLD,1
KLD_B03-0117,KLD_B03,KLD,4
KLD_B03-0118,KLD_B03,KLD,5
KLD_B03-0119,KLD_B03,KLD,2
KLD_B03-0120,KLD_B03,KLD,2
KLD_B03-0121,KLD_B03,KLD,3
KLD_B03-0122,KLD_B03,KLD,1
KLD_B03-0123,KLD_B03,KLD,4
KLD_B03-0124,KLD_B03,KLD,5
KLD_B03-0125,KLD_B03,KLD,5
KLD_B03-0126,KLD_B03,KLD,1
KLD_B03-0127,KLD_B03,KLD,3
KLD_B03-0128,KLD_B03,KLD,2
KLD_B03-0129,KLD_B03,KLD,4
KLD_B03-0130,KLD_B03,KLD,4
KLD_B03-0131,KLD_B03,KLD,3
KLD_B03-0132,KLD_B03,KLD,1
KLD_B03-0133,KLD_B03,KLD,5
KLD_B03-0134,KLD_B03,KLD,4
KLD_B03-0135,KLD_B03,KLD,4
KLD_B03-0138,KLD_B03,KLD,3
KLD_B03-0139,KLD_B03,KLD,4
KLD_B03-0140,KLD_B03,KLD,3
KLD_B03-0141,KLD_B03,KLD,5
KLD_B03-0142,KLD_B03,KLD,1
KLD_B03-0143,KLD_B03,KLD,4
KLD_B03-0144,KLD_B03,KLD,3
KLD_B03-0145,KLD_B03,KLD,4
KLD_B03-0146,KLD_B03,KLD,4
KLD_B03-0147,KLD_B03,KLD,2
KLD_B03-0148,KLD_B03,KLD,1
KLD_B03-0149,KLD_B03,KLD,2
KLD_B03-0150,KLD_B03,KLD,5
KLD_B03-0151,KLD_B03,KLD,3
KLD_B03-0152,KLD_B03,KLD,1
KLD_B03-0154,KLD_B03,KLD,4
KLD_B03-0155,KLD_B03,KLD,3
KLD_B03-0156,KLD_B03,KLD,1
KLD_B03-0157,KLD_B03,KLD,4
KLD_B03-0158,KLD_B03,KLD,5
KLD_B03-0159,KLD_B03,KLD,4
KLD_B03-0160,KLD_B03,KLD,2
KLD_B03-0161,KLD_B03,KLD,4
KLD_B03-0162,KLD_B03,KLD,2
KLD_B03-0163,KLD_B03,KLD,2
KLD_B03-0164,KLD_B03,KLD,2
KLD_B03-0165,KLD_B03,KLD,4
KLD_B03-0166,KLD_B03,KLD,2
KLD_B03-0167,KLD_B03,KLD,1
KLD_B03-0168,KLD_B03,KLD,4
KLD_B03-0169,KLD_B03,KLD,2
KLD_B03-0170,KLD_B03,KLD,3
KLD_B03-0171,KLD_B03,KLD,4
KLD_B03-0172,KLD_B03,KLD,3
KLD_B03-0173,KLD_B03,KLD,5
KLD_B03-0174,KLD_B03,KLD,5
KLD_B03-0175,KLD_B03,KLD,5
KLD_B03-0176,KLD_B03,KLD,3
KLD_B03-0178,KLD_B03,KLD,4
KLD_B03-0179,KLD_B03,KLD,4
KLD_B03-0180,KLD_B03,KLD,1
KLD_B03-0181,KLD_B03,KLD,5
KLD_B03-0182,KLD_B03,KLD,5
KLD_B03-0183,KLD_B03,KLD,1
KLD_B03-0184,KLD_B03,KLD,3
KLD_B03-0185,KLD_B03,KLD,2
KLD_B03-0186,KLD_B03,KLD,1
KLD_B03-0187,KLD_B03,KLD,3
KLD_B03-0188,KLD_B03,KLD,2
KLD_B03-0189,KLD_B03,KLD,1
KLD_B03-0190,KLD_B03,KLD,4
KLD_B03-0191,KLD_B03,KLD,4
KLD_B03-0193,KLD_B03,KLD,1
KLD_B03-0194,KLD_B03,KLD,1
KLD_B03-0195,KLD_B03,KLD,3
KLD_B03-0196,KLD_B03,KLD,3
KLD_B03-0197,KLD_B03,KLD,4
KLD_B03-0198,KLD_B03,KLD,1
KLD_B03-0199,KLD_B03,KLD,1
KLD_B03-0200,KLD_B03,KLD,2
L31_A96_B01-0001,L31_A96_B01,L31,4
L31_A96_B01-0004,L31_A96_B01,L31,2
L31_A96_B01-0006,L31_A96_B01,L31,1
L31_A96_B01-0007,L31_A96_B01,L31,1
L31_A96_B01-0008,L31_A96_B01,L31,2
L31_A96_B01-0009,L31_A96_B01,L31,5
L31_A96_B01-0011,L31_A96_B01,L31,4
L31_A96_B01-0012,L31_A96_B01,L31,3
L31_A96_B01-0013,L31_A96_B01,L31,1
L31_A96_B01-0014,L31_A96_B01,L31,1
L31_A96_B01-0015,L31_A96_B01,L31,4
L31_A96_B01-0016,L31_A96_B01,L31,1
L31_A96_B01-0017,L31_A96_B01,L31,5
L31_A96_B01-0018,L31_A96_B01,L31,4
L31_A96_B01-0019,L31_A96_B01,L31,4
L31_A96_B01-0020,L31_A96_B01,L31,4
L31_A96_B01-0023,L31_A96_B01,L31,2
L31_A96_B01-0024,L31_A96_B01,L31,3
L31_A96_B01-0025,L31_A96_B01,L31,4
L31_A96_B01-0026,L31_A96_B01,L31,5
L31_A96_B01-0027,L31_A96_B01,L31,1
L31_A96_B01-0028,L31_A96_B01,L31,1
L31_A96_B01-0029,L31_A96_B01,L31,5
L31_A96_B01-0031,L31_A96_B01,L31,5
L31_A96_B01-0032,L31_A96_B01,L31,3
L31_A96_B01-0033,L31_A96_B01,L31,4
L31_A96_B01-0034,L31_A96_B01,L31,2
L31_A96_B01-0035,L31_A96_B01,L31,2
L31_A96_B01-0036,L31_A96_B01,L31,3
L31_A96_B01-0037,L31_A96_B01,L31,4
L31_A96_B01-0038,L31_A96_B01,L31,2
L31_A96_B01-0039,L31_A96_B01,L31,4
L31_A96_B01-0040,L31_A96_B01,L31,4
L31_A96_B01-0041,L31_A96_B01,L31,1
L31_A96_B01-0042,L31_A96_B01,L31,4
L31_A96_B01-0043,L31_A96_B01,L31,1
L31_A96_B01-0044,L31_A96_B01,L31,2
L31_A96_B01-0045,L31_A96_B01,L31,4
L31_A96_B01-0046,L31_A96_B01,L31,5
L31_A96_B01-0047,L31_A96_B01,L31,1
L31_A96_B01-0048,L31_A96_B01,L31,3
L31_A96_B01-0049,L31_A96_B01,L31,2
L31_A96_B01-0050,L31_A96_B01,L31,1
L31_A96_B01-0051,L31_A96_B01,L31,2
L31_A96_B01-0052,L31_A96_B01,L31,4
L31_A96_B01-0053,L31_A96_B01,L31,3
L31_A96_B01-0055,L31_A96_B01,L31,2
L31_A96_B01-0056,L31_A96_B01,L31,5
L31_A96_B01-0057,L31_A96_B01,L31,3
L31_A96_B01-0058,L31_A96_B01,L31,5
L31_A96_B01-0059,L31_A96_B01,L31,5
L31_A96_B01-0060,L31_A96_B01,L31,4
L31_A96_B01-0061,L31_A96_B01,L31,3
L31_A96_B01-0062,L31_A96_B01,L31,1
L31_A96_B01-0063,L31_A96_B01,L31,1
L31_A96_B01-0064,L31_A96_B01,L31,2
L31_A96_B01-0065,L31_A96_B01,L31,2
L31_A96_B01-0066,L31_A96_B01,L31,3
L31_A96_B01-0067,L31_A96_B01,L31,4
L31_A96_B01-0068,L31_A96_B01,L31,3
L31_A96_B01-0069,L31_A96_B01,L31,2
L31_A96_B01-0070,L31_A96_B01,L31,3
L31_A96_B01-0071,L31_A96_B01,L31,1
L31_A96_B01-0072,L31_A96_B01,L31,5
L31_A96_B01-0073,L31_A96_B01,L31,3
L31_A96_B01-0074,L31_A96_B01,L31,5
L31_A96_B01-0075,L31_A96_B01,L31,2
L31_A96_B01-0076,L31_A96_B01,L31,5
L31_A96_B01-0077,L31_A96_B01,L31,2
L31_A96_B01-0078,L31_A96_B01,L31,4
L31_A96_B01-0079,L31_A96_B01,L31,1
L31_A96_B01-0080,L31_A96_B01,L31,1
L31_A96_B01-0081,L31_A96_B01,L31,3
L31_A96_B01-0082,L31_A96_B01,L31,2
L31_A96_B01-0083,L31_A96_B01,L31,1
L31_A96_B01-0084,L31_A96_B01,L31,5
L31_A96_B01-0085,L31_A96_B01,L31,5
L31_A96_B01-0086,L31_A96_B01,L31,1
L31_A96_B01-0087,L31_A96_B01,L31,1
L31_A96_B01-0088,L31_A96_B01,L31,3
L31_A96_B01-0089,L31_A96_B01,L31,2
L31_A96_B01-0090,L31_A96_B01,L31,1
L31_A96_B01-0091,L31_A96_B01,L31,4
L31_A96_B01-0094,L31_A96_B01,L31,5
L31_A96_B01-0095,L31_A96_B01,L31,5
L31_A96_B01-0096,L31_A96_B01,L31,5
L31_A96_B01-0097,L31_A96_B01,L31,2
L31_A96_B01-0098,L31_A96_B01,L31,1
L31_A96_B01-0099,L31_A96_B01,L31,2
L31_A96_B01-0101,L31_A96_B01,L31,3
L31_A96_B01-0102,L31_A96_B01,L31,5
L31_A96_B01-0103,L31_A96_B01,L31,1
L31_A96_B01-0104,L31_A96_B01,L31,4
L31_A96_B01-0105,L31_A96_B01,L31,4
L31_A96_B01-0106,L31_A96_B01,L31,1
L31_A96_B01-0108,L31_A96_B01,L31,5
L31_A96_B01-0109,L31_A96_B01,L31,4
L31_A96_B01-0111,L31_A96_B01,L31,4
L31_A96_B01-0112,L31_A96_B01,L31,3
L31_A96_B01-0113,L31_A96_B01,L31,2
L31_A96_B01-0114,L31_A96_B01,L31,1
L31_A96_B01-0115,L31_A96_B01,L31,5
L31_A96_B01-0116,L31_A96_B01,L31,2
L31_A96_B01-0118,L31_A96_B01,L31,2
L31_A96_B01-0120,L31_A96_B01,L31,4
L31_A96_B01-0121,L31_A96_B01,L31,4
L31_A96_B01-0122,L31_A96_B01,L31,5
L31_A96_B01-0123,L31_A96_B01,L31,5
L31_A96_B01-0124,L31_A96_B01,L31,1
